company_name,employee_count,num_funding_rounds,fd_rd_latest_investment,cat_lending_invests,cat_payments,cat_commerce_shopping,first_fund_investor_count,first_fund_post_money,num_exec,fd_rd_num_invested_by_top_100,average_momentum
skew.,2,2.0,2.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,1.166416736184019
Paykind,1,2.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.2
First Circle,3,5.0,2.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.6821918437006584
Touzhijia.com,3,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.8440526776051904
Tribal Credit,2,4.0,1.0,1.0,1.0,0.0,20.0,0.0,18.0,0.0,1.9342355743707988
Scratch,2,3.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,1.0,0.8623191623405918
Balanced,2,5.0,1.0,0.0,1.0,1.0,25.0,0.0,4.0,1.0,0.8150618259541851
B3i,2,3.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.8204967970173952
Athena,2,4.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.9847246940838772
FinFrog,3,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.12273860088766
Divvy,5,4.0,4.0,0.0,1.0,0.0,0.0,0.0,16.0,2.0,2.31867368232974
blueshyft,2,4.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.852214956740461
Shine.fr,2,2.0,2.0,1.0,0.0,0.0,2.0,0.0,6.0,1.0,0.9729689986465
Authoriti Network,2,2.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.6660450246436659
HoneyBee,2,3.0,1.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,1.1636798088410991
Creditseva.com,2,3.0,1.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,2.4300720155222093
Spiking,2,5.0,1.0,0.0,0.0,0.0,15.0,0.0,4.0,0.0,2.3715517956486365
99dai,3,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3785793958724646
Symbiont,3,5.0,3.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.7803826753962954
Quarkers.com,2,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.6952593037036819
IroFit,1,2.0,1.0,0.0,1.0,0.0,6.0,0.0,6.0,0.0,1.6666092529704668
Lykke,3,9.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,1.4580482418292438
Factris,4,4.0,2.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,1.8596598926021208
Coinsecure,2,2.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.7993072670352362
Stockspot,1,3.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.866386959054635
POSaBIT,2,2.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.8508672768600566
Arctic Island LLC,1,2.0,1.0,0.0,0.0,0.0,0.0,1200000.0,3.0,0.0,1.5
Koudai Jizhang,2,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.7824257927548242
Coinigy,1,2.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.7978192939299247
Flender Peer-to-Peer Finance,2,9.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0,1.8501123369097805
Bond,2,2.0,2.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,1.0447980927685725
RE-Sure Inc,2,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.5587676467242708
SME Finance,2,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.1366576237265371
NepFin,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0769230769230769
New Money,2,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7115730410143246
FairMoney,2,3.0,2.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,1.2361248660015556
Chillr,3,3.0,2.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.9885555682293448
Magic Oranges,2,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.889145363139082
Fourthline,4,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.5985080591447978
BTCBOX,2,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.888191618596301
Toss,4,10.0,7.0,0.0,1.0,0.0,1.0,0.0,17.0,3.0,0.8267172090919068
Ravelin,3,5.0,4.0,0.0,1.0,0.0,9.0,0.0,16.0,0.0,0.4529492989739049
TradeOff,1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.439736733854381
Helicap,2,3.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.326304586043293
Coincheck,2,4.0,1.0,0.0,1.0,0.0,2.0,0.0,18.0,0.0,0.2508724339162957
Hedgy,1,2.0,1.0,0.0,1.0,0.0,4.0,0.0,6.0,0.0,0.8922658477177431
Tugende,4,7.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2973693478744596
Niugu Wang,4,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.150273087517625
Oakbarrel,4,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2376349228301993
Receeve,1,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.5378857323396429
OKO,1,7.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,2.0,0.4356533643290967
Monetsu,1,2.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.674154298703027
Bison Trails,2,2.0,2.0,0.0,0.0,0.0,8.0,0.0,6.0,0.0,1.3170731707317074
Credit Key,2,4.0,2.0,0.0,1.0,1.0,6.0,0.0,6.0,1.0,0.6880596897816498
Proportunity,2,4.0,1.0,1.0,0.0,0.0,12.0,0.0,5.0,1.0,0.6809242562426482
Beez,2,4.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,1.3841952817715064
Copper,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7194229154452584
RaiseMe,2,4.0,3.0,0.0,0.0,0.0,9.0,0.0,17.0,1.0,0.33324160279832804
Shandong Hi-Speed Financial Services,0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3817894550631956
Aaptiv,3,7.0,4.0,0.0,1.0,0.0,7.0,0.0,8.0,2.0,1.852989686689508
Armadillo Financial Technologies,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.2969528389722202
Piictu,1,3.0,1.0,0.0,0.0,0.0,10.0,0.0,11.0,0.0,0.41579689399720177
OmegaOn,2,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7457623420783774
Updraft,1,5.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.7708381035407057
Coinbase,0,10.0,6.0,0.0,1.0,1.0,7.0,0.0,91.0,2.0,1.1407352012299379
SPOKO,2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.7825311942959
Riskified,5,6.0,6.0,0.0,1.0,1.0,7.0,0.0,12.0,0.0,0.7862058433976629
Accountingfly,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.21176273784088664
Whirl,1,2.0,1.0,0.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0303030303030305
RateHub.ca,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.228837991889669
PayDownHero,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6993098304151569
TradingView,5,6.0,3.0,1.0,0.0,0.0,15.0,0.0,13.0,1.0,1.1434291870000093
AssetAvenue,1,2.0,2.0,0.0,0.0,0.0,9.0,0.0,14.0,2.0,1.1578947368421053
Burrow,2,2.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.1506813348386589
Coinhouse,2,2.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0775578229500662
DueCourse,1,3.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0876791767499887
Dealroom.co,2,3.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.621498311643932
Digital Claim,1,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,4.3197877132895215
Join Universe,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.4285714285714284
Noah,2,4.0,3.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,1.5519220349679663
Ybex,2,2.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0495943953779678
ABAKA Holdings,2,4.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.8005289915326319
gupiaoxianji,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9131753316843343
Remessa Online,4,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8112753370855462
Invyad,1,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.3296104241457254
Yunzhangfang,2,5.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.7332323268254993
Money Toolkit,1,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8598718659007742
Open Payments,1,2.0,1.0,1.0,1.0,0.0,5.0,0.0,3.0,0.0,0.7181199041385778
PayMongo,2,2.0,2.0,0.0,1.0,0.0,7.0,0.0,9.0,0.0,1.2618989951620423
CartCrunch,2,4.0,1.0,0.0,0.0,1.0,12.0,0.0,8.0,0.0,1.8232269633204143
Jinba Chuanmei,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8311548365794417
Dash,2,4.0,1.0,0.0,1.0,0.0,9.0,0.0,15.0,0.0,1.1406968373925772
Mortar Data,2,5.0,1.0,0.0,0.0,0.0,11.0,0.0,12.0,0.0,0.9304087001550072
Bolden,2,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2416775790430093
Outline,1,4.0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,1.3965512580540551
Cobo,3,2.0,2.0,0.0,1.0,0.0,3.0,0.0,6.0,0.0,1.1902400317397337
Emma,2,2.0,1.0,0.0,0.0,0.0,9.0,0.0,2.0,1.0,0.8212797292851318
Soon,1,5.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.13339273411072372
Clipper Advisor,2,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6748789410568181
Finaktiva,2,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.393377260646652
Wealthsimple,5,8.0,3.0,1.0,0.0,0.0,5.0,0.0,17.0,0.0,1.0306364997127315
HoneyComb Corporation,2,4.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.5824265120083196
Motif,3,6.0,6.0,0.0,0.0,0.0,1.0,0.0,22.0,2.0,1.7581301640548574
Bim App,2,2.0,1.0,0.0,1.0,0.0,2.0,0.0,8.0,0.0,0.8615531450849642
PAYFAZZ,5,4.0,3.0,1.0,1.0,0.0,1.0,0.0,8.0,1.0,1.0366511027827972
Tykoon,2,2.0,1.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,1.8963296213225904
justInCase,2,3.0,2.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0,1.5887823559369745
Carta,6,12.0,7.0,1.0,0.0,0.0,14.0,0.0,28.0,4.0,0.8809622360843457
Honeycomb Credit,1,4.0,1.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,2.958603815227647
Sarwa.co,2,5.0,2.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,1.4679096491276966
Delphia,2,3.0,2.0,0.0,0.0,0.0,16.0,0.0,7.0,1.0,2.412127344751575
ChainNode,2,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.919639640752646
TrustEgg,1,2.0,1.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,0.8430825080216824
Xepelin,2,2.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.8547495583793948
Vaamo Finanz AG,2,2.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.3523774811143616
Kickfurther,1,5.0,1.0,0.0,1.0,1.0,3.0,0.0,9.0,0.0,0.6489063248485417
Aura Financial,4,15.0,5.0,1.0,0.0,0.0,9.0,0.0,32.0,0.0,0.7256940494472034
InvestSuite,2,6.0,1.0,1.0,0.0,0.0,5.0,0.0,10.0,0.0,0.8094387750105718
BondLink,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.6666666666666665
Echo Ridge,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.5534926149451032
Telr,3,3.0,2.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,2.100869676631094
Inspecto Solutions,1,4.0,1.0,0.0,0.0,0.0,3.0,0.0,10.0,1.0,0.9160461494593968
PrimaDollar,3,12.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.8331190354982341
Vehiculum,4,4.0,2.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,1.2586930755144732
Bitshares Labs,2,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964696503815056
Grow,3,5.0,1.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.7387793253396866
Info Assembly,1,2.0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,3.067412283806424
Wealthminder,0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.8670905119966392
"OAREX Capital Markets, Inc.",1,6.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.3471353578502203
Funding Tree,1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.8880866425992693
gyft,2,4.0,2.0,0.0,1.0,1.0,8.0,0.0,12.0,1.0,1.200000000000001
iPAYst,2,3.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0428292285521557
Holded,2,3.0,2.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,1.0492358840648328
BISON,4,8.0,2.0,0.0,0.0,0.0,8.0,0.0,17.0,0.0,0.9611441235967628
Azimo,4,7.0,4.0,0.0,1.0,0.0,6.0,0.0,23.0,1.0,0.7460188828190434
Biangejia,2,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4969707594295234
Crowdentials,1,2.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.331157586252833
Responsive,2,2.0,1.0,0.0,0.0,0.0,3.0,0.0,7.0,1.0,1.0855805192073813
Qoins,3,4.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,1.896103896103896
IOUU,2,4.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.9219888414057296
HMBradley,2,2.0,2.0,1.0,0.0,0.0,6.0,0.0,7.0,0.0,1.3525347418034102
Kreditz,2,2.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.5714646908332008
AI Kaola,4,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9093591827524948
ReplyBuy,1,6.0,1.0,0.0,1.0,0.0,8.0,0.0,18.0,0.0,1.2821059225683984
lastbit,1,2.0,1.0,0.0,1.0,0.0,6.0,0.0,2.0,0.0,1.3368983957219251
QuantsUnited,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.6038449071895913
DecorMatters,2,3.0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.9656918463332796
Owlin,2,2.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.2667241149375763
Rabbet,2,6.0,2.0,1.0,0.0,0.0,9.0,0.0,10.0,0.0,1.2951332573784793
Kosh,2,2.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.9621195507900413
Epiphany,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7198506596142973
ScaleFactor,4,7.0,4.0,0.0,0.0,0.0,8.0,0.0,18.0,2.0,1.3632480941053533
shagualicai.cn,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6329420506262189
Payface,2,2.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,1.3284901695384759
Unqork,5,6.0,4.0,0.0,0.0,0.0,3.0,0.0,13.0,0.0,0.7693842968518838
Propelld,1,3.0,2.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,1.591836734693877
Wurk,3,7.0,2.0,0.0,0.0,0.0,17.0,0.0,15.0,0.0,1.4051855732058252
Orchard Platform,3,4.0,4.0,0.0,0.0,0.0,10.0,0.0,24.0,4.0,0.7051801255438624
AlgoDriven,2,3.0,1.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.9992095202734432
Travefy,1,5.0,2.0,0.0,1.0,1.0,13.0,0.0,10.0,0.0,1.0855077788888101
CRED,4,5.0,4.0,0.0,0.0,0.0,4.0,0.0,7.0,2.0,1.502436151747826
Jaaims,2,3.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.2494067951784995
Reloadly,2,3.0,1.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,0.9255252001949528
Penging.com,5,2.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.4424029881355132
Student Loan Hero,3,2.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,-0.925668795704899
Securrency,2,7.0,2.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,1.468123589765997
Evati,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.14396887159533073
Tally Technologies,4,4.0,4.0,1.0,1.0,0.0,1.0,0.0,22.0,2.0,0.8795644155931632
Credit Bao,3,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7783965945578915
Mynt,1,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6449349990329472
Tierion,1,2.0,1.0,0.0,1.0,0.0,3.0,0.0,9.0,0.0,1.4744460076302588
RURALTY International,1,3.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,1.1583391732933317
Fuzhi Zhijia,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.288598648348874
Community Sourced Capital,1,2.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.164632558427817
Fuel Games,1,2.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.4482758620689653
orderbird,4,5.0,4.0,0.0,1.0,0.0,2.0,0.0,15.0,0.0,0.6715965948063105
QUASA,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.7166322615340492
Finiata,4,5.0,2.0,0.0,1.0,0.0,17.0,0.0,13.0,0.0,0.9667427184041064
Sift Healthcare,2,3.0,2.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.5055083625870649
Purse,2,4.0,1.0,0.0,1.0,0.0,14.0,0.0,8.0,0.0,1.0769230769230769
Bonafide,1,3.0,1.0,0.0,1.0,0.0,6.0,0.0,2.0,0.0,1.5789473684210529
longbus.me,2,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.3932665334712722
Urban Jungle Insurance,2,4.0,1.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.78731809027557
Thinksurance,3,3.0,3.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.7855602081751792
LoanStar Technologies,1,4.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.2678929979587794
CapWay,1,4.0,1.0,1.0,0.0,0.0,5.0,0.0,2.0,1.0,0.4823245286139027
Slice Labs,3,3.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.6386985710118198
Pocket Change,2,2.0,2.0,0.0,0.0,0.0,8.0,0.0,3.0,1.0,1.498601305448248
Lance,1,6.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,1.4445779180595024
Afrimarket,2,3.0,3.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.9939926667473796
Jufenzi,2,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.9392462235641296
Chipper Cash,3,6.0,3.0,0.0,1.0,0.0,10.0,0.0,4.0,1.0,1.5825424483473909
Delos,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.3076923076923077
SoluCapital LLC,1,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,-0.17699602348933896
Zappyrent,1,2.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,1.557650313673943
ThinkOut,1,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4040100828376272
Moovaz,2,3.0,2.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.8554319931565442
Flyhomes,4,4.0,3.0,0.0,0.0,0.0,3.0,0.0,11.0,1.0,2.218796868564143
Gig Wage,1,4.0,2.0,1.0,1.0,0.0,7.0,0.0,2.0,0.0,2.2829401237237703
Jaja,3,7.0,3.0,1.0,1.0,0.0,1.0,0.0,6.0,0.0,1.0159604743258923
Passport,5,7.0,5.0,0.0,1.0,0.0,1.0,0.0,31.0,1.0,1.3374543724696455
Boardvote,1,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.14801000547637025
Uncapped,2,2.0,1.0,0.0,1.0,0.0,3.0,0.0,4.0,1.0,0.8960593431546422
CarFin,1,3.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.8169284377440988
Profile Pensions,3,4.0,2.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,2.109850865947871
InvestingNote,1,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.2251977408633634
Finhay,2,4.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.6283713238929158
Neon,5,5.0,4.0,1.0,0.0,0.0,2.0,0.0,16.0,0.0,0.9313418816484904
Edstart,1,4.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.1198121587755876
Kindur,2,2.0,2.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,1.2424565140220092
EvoEstate,1,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,-0.2656256212465597
uf-club.com,0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1509552676491377
WealthHub Solutions,2,3.0,1.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,2.8741040382733605
Fonteva,4,4.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.8020876030593177
Aibang Shenghuo,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4772887615511334
ShapeShift,3,4.0,2.0,1.0,1.0,0.0,11.0,0.0,10.0,0.0,1.1634534262907874
ProntoPiso,2,4.0,1.0,0.0,0.0,1.0,7.0,0.0,6.0,0.0,1.2364313056523508
BloXroute Labs,2,3.0,3.0,0.0,1.0,0.0,5.0,0.0,6.0,0.0,1.1712186530084552
Trim,2,3.0,2.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,0.7139214187672337
PT Wallezz Finansial Teknologi,2,2.0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,1.06951871657754
Pushpay,5,12.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,1.0051037149154134
Lawgix,2,2.0,1.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,0.14801986426578445
payever,2,5.0,1.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,1.2360488945612975
Money Forward,4,8.0,5.0,0.0,0.0,0.0,4.0,0.0,19.0,0.0,1.0149592328246946
Placemeter,2,5.0,2.0,0.0,0.0,0.0,9.0,0.0,13.0,1.0,0.6995954686473427
"Gbox by OnCircle, Inc.",2,5.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,1.001759893013764
Oval Money,3,9.0,2.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,1.0819815625216092
Facio,2,2.0,1.0,1.0,0.0,0.0,7.0,0.0,3.0,0.0,1.4294174103040576
Pelotea Inc.,1,3.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.892583239207083
Fundastik Kft,1,2.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0,0.0,2.0786290625843384
TaxDown,1,2.0,1.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,1.4606528548554198
Become,2,3.0,2.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.8573058202317174
Finaeo,2,4.0,1.0,0.0,0.0,0.0,17.0,0.0,8.0,0.0,1.1284431390771472
Robinhood,6,17.0,7.0,1.0,1.0,0.0,17.0,0.0,35.0,4.0,0.7475996845178331
QRails,4,5.0,2.0,0.0,1.0,0.0,3.0,0.0,6.0,0.0,1.3519206408149078
Provenance,2,5.0,1.0,0.0,0.0,1.0,7.0,0.0,11.0,0.0,1.6907028395418806
Nova Credit,3,6.0,3.0,1.0,0.0,0.0,9.0,0.0,15.0,5.0,0.6643927619083065
Gabi,4,4.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.8260675885539601
ANP,3,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8266726776069446
LoanNow,2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.7846550014623116
Catch,2,3.0,1.0,0.0,0.0,0.0,16.0,0.0,7.0,1.0,1.3341414451991502
Ualá,5,5.0,4.0,1.0,0.0,0.0,5.0,0.0,5.0,2.0,1.3544254189964653
Petal,3,8.0,4.0,1.0,1.0,0.0,23.0,0.0,18.0,0.0,0.8751136999891237
ANYTIME,2,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8838491065346431
Eduvanz,2,3.0,2.0,1.0,0.0,0.0,3.0,0.0,4.0,1.0,0.6396569008833024
"Zhongguang Aiwan Seniors Care Industry Co., Ltd",2,6.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7881181201659206
FinTech Studios,2,4.0,1.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.6721311475409836
Knox Financial,1,2.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.7252420495340319
Till,1,6.0,1.0,0.0,0.0,1.0,9.0,0.0,4.0,0.0,0.6289576476647831
Trade Republic,3,3.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0540786362538346
Pindrop,4,5.0,5.0,0.0,1.0,1.0,11.0,0.0,30.0,1.0,0.7133884184079006
FS Card,2,5.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.8952718913212867
Point Card,2,3.0,2.0,1.0,1.0,0.0,10.0,0.0,3.0,1.0,0.8777063378543969
Greenlight,4,4.0,4.0,0.0,1.0,0.0,6.0,0.0,15.0,0.0,1.0056116942537163
Wealthify,2,6.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,1.163549927308199
Visible Wealth Management Inc.,1,2.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,2.6014116994155505
idaciti,2,3.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.3597121616353551
TaxScouts,1,3.0,2.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0,1.5982606755479358
Instavest,1,3.0,1.0,1.0,0.0,0.0,8.0,0.0,4.0,0.0,1.1543539234517226
